year,country,ISO,"Life expectancy at birth, total (years)",Population growth (annual %),"School enrollment, tertiary (% gross)",Internet Users(%),GDP per capita (current US$),"Inflation, consumer prices (annual %)"
1980,Australia,AUS,74.3336585365854,1.21894271014757,25.1546897888184,0.0,10208.5761716721,10.1358411703239
1979,Australia,AUS,74.0039024390244,1.08064227016539,25.0035190582275,,9294.35924726014,9.12200684150512
1978,Australia,AUS,73.6741463414634,1.16288525870675,24.7808399200439,,8252.65203501966,8.00492610837437
1977,Australia,AUS,73.3443902439024,1.1266726798225,24.4374294281006,,7775.57764482147,12.3098201936376
1976,Australia,AUS,73.0146341463415,1.0026582602274,24.0753002166748,,7486.68497286899,13.3228840125392
1975,Australia,AUS,72.6253658536586,1.23118588792285,23.2816009521484,,7003.84247098582,15.1624548736462
1974,Australia,AUS,72.2360975609756,2.53122025874137,21.8173503875732,,6482.83108182526,15.4166666666667
1973,Australia,AUS,71.8468292682927,1.52881691369673,19.5901298522949,,4770.71441498637,9.09090909090911
1972,Australia,AUS,71.4575609756098,1.83814626273502,18.3830108642578,,3949.46164337606,6.02409638554218
1971,Australia,AUS,71.0682926829268,3.38029353689954,17.0943508148193,,3495.14162789592,6.13810741687979
1970,Australia,AUS,71.0185365853659,1.97018887868806,15.8165502548218,,3304.83782028761,3.43915343915344
1969,Australia,AUS,70.9687804878049,2.09302301013426,,,2991.38594746314,3.27868852459017
1968,Australia,AUS,70.9190243902439,1.76415865607642,,,2724.13067184439,2.52100840336133
1967,Australia,AUS,70.8692682926829,1.26227688799781,,,2580.11059195602,3.47826086956521
1966,Australia,AUS,70.819512195122,2.2831843822013,,,2343.81978993494,3.29341317365269
1965,Australia,AUS,70.850243902439,1.95971689521361,,,2281.01195638421,3.40557275541798
1964,Australia,AUS,70.8809756097561,1.96235442011452,,,2131.38030008381,2.86624203821656
1963,Australia,AUS,70.9117073170732,1.91781647792421,,,1967.10899077258,0.641025641025639
1962,Australia,AUS,70.9424390243903,2.4406394012832,,,1854.64189070944,-0.319488817891384
1961,Australia,AUS,70.9731707317073,1.9897400460104,,,1877.60022432732,2.2875816993464
1960,Australia,AUS,70.8170731707317,,,,1810.59744300336,3.72881355932205
2022,Argentina,ARG,,0.925835473662058,,,13686.0086737317,
2021,Argentina,ARG,75.39,0.947490959333989,,,10636.1155301986,
2020,Argentina,ARG,75.892,0.970053991438048,99.1662673950195,85.5,8496.428156755,
2019,Argentina,ARG,77.284,0.993397493293046,95.4479064941406,79.90000153,9963.67423069626,
2018,Argentina,ARG,76.999,1.01580834908002,91.6006011962891,77.69999695,11795.1628852236,
2017,Argentina,ARG,76.833,1.03713389686514,89.9585189819336,74.29490662,14613.035714704,
2016,Argentina,ARG,76.308,1.05718157762752,87.2134475708008,70.96897888,12790.2640639201,
2015,Argentina,ARG,76.76,1.07800134449604,84.0019989013672,68.0430603,13789.060424772,
2014,Argentina,ARG,76.755,1.09946109101836,80.9958114624023,64.69999695,12334.7982453893,
2013,Argentina,ARG,76.491,1.11910919999772,78.2238998413086,59.90000153,13080.2547323367,
2012,Argentina,ARG,76.467,1.13690569378967,77.4462890625,55.79999924,13082.664325572,
2011,Argentina,ARG,76.124,1.15305928006386,76.2974014282227,51.0,12848.7404762598,
2010,Argentina,ARG,75.721,0.255582398485167,73.2313995361328,45.0,10385.9644319555,
2009,Argentina,ARG,75.936,1.01428389337816,70.2064590454102,34.0,8184.38988923991,
2008,Argentina,ARG,75.641,0.992294094354656,68.0569534301758,28.11262321,8977.50685093365,
2007,Argentina,ARG,75.006,1.00629733064648,66.4116287231445,25.94663239,7210.59554755899,
2006,Argentina,ARG,75.433,1.03467173566483,66.964729309082,20.92720222,5890.97800169795,
2005,Argentina,ARG,75.139,1.03347622351885,63.9666709899902,17.72058296,5086.62776073134,
2004,Argentina,ARG,74.855,1.01533668354561,65.4853668212891,16.03668404,4258.16026060875,
2003,Argentina,ARG,74.08,1.03236085902218,65.1762619018555,11.91369629,3333.15290388997,
2002,Argentina,ARG,74.408,1.07353834961783,62.7487297058105,10.88212395,2579.48876933284,
2001,Argentina,ARG,74.186,1.0991714603689,59.0115509033203,9.780807495,7168.97587232911,
2000,Argentina,ARG,73.926,1.13327702210541,53.9648094177246,7.038682938,7666.51783423783,
1999,Argentina,ARG,73.722,1.15204385364535,48.8317184448242,3.284482002,7735.32208018486,
1998,Argentina,ARG,73.474,1.15817763601349,46.9607009887695,0.830766678,8250.67317414321,
1997,Argentina,ARG,73.09,1.19826447409119,,0.280339897,8176.77119517435,
1996,Argentina,ARG,73.307,1.26041058779251,,0.141954705,7690.15700254783,
1995,Argentina,ARG,73.133,1.31755424518083,,0.086277083,7383.70450960064,
1994,Argentina,ARG,73.172,1.34702378575008,37.0013313293457,0.043705951,7464.4747368819,
1993,Argentina,ARG,72.565,1.35796579095645,,0.029527064,6957.41749889251,
1992,Argentina,ARG,72.43,1.38743464174592,,0.002992874,6815.33162293557,
1991,Argentina,ARG,72.319,1.42406315580335,38.1191101074219,0.0,5730.72380988423,
1990,Argentina,ARG,71.784,1.45640251463185,,0.0,4330.96745108666,
1989,Argentina,ARG,71.425,1.48765537832153,,0.0,2382.33806588418,
1988,Argentina,ARG,71.052,1.50808699373212,,0.0,4004.00958893967,
1987,Argentina,ARG,70.564,1.51097418180074,39.2206497192383,0.0,3485.69023204695,
1986,Argentina,ARG,70.119,1.51132782511058,37.424991607666,0.0,3443.19143142482,
1985,Argentina,ARG,69.651,1.51340289933673,35.4959487915039,0.0,2910.50832869461,
1984,Argentina,ARG,69.195,1.53715277473885,28.6764698028564,0.0,3919.08956980375,
1983,Argentina,ARG,69.267,1.55878211832102,24.8389301300049,0.0,3539.45678157511,
1982,Argentina,ARG,68.937,1.57328620697584,23.8299999237061,0.0,2914.91825147004,
1981,Argentina,ARG,68.976,1.58060960059338,23.1026306152344,0.0,2763.37518192638,
1980,Argentina,ARG,68.564,1.5849187137401,21.7346897125244,0.0,2746.20748417286,
1979,Argentina,ARG,68.491,1.60065891136555,22.2299098968506,,2510.58557617376,
1978,Argentina,ARG,68.197,1.60546261056525,21.3801898956299,,3280.37486786153,
1977,Argentina,ARG,67.861,1.59811228647283,24.0776195526123,,2125.53221974145,
1976,Argentina,ARG,67.228,1.58995977036791,27.0718193054199,,1946.32939085275,
1975,Argentina,ARG,67.081,1.65927396323707,26.975980758667,,2026.57070900355,
1974,Argentina,ARG,66.563,1.70070709763708,22.7486896514893,,2846.26630742503,
1973,Argentina,ARG,66.323,1.64326169179334,19.6180801391602,,2100.03058748674,
1972,Argentina,ARG,65.923,1.59481478504434,16.4837608337402,,1411.17666431069,
1971,Argentina,ARG,65.541,1.58358304042331,15.3060302734375,,1374.42423270049,
1970,Argentina,ARG,65.589,1.56729964784306,13.2443504333496,,1324.68528828362,
1969,Argentina,ARG,64.859,1.54154392219959,,,1331.6397093432,
1968,Argentina,ARG,64.89,1.55205695164038,,,1143.81042781121,
1967,Argentina,ARG,64.992,1.56733492428668,,,1065.89852048502,
1966,Argentina,ARG,64.891,1.57214364722082,,,1277.96841867454,
1965,Argentina,ARG,64.593,1.57753297819568,,,1285.26079940373,
1964,Argentina,ARG,64.363,1.59952318668413,,,1179.50409817873,
1963,Argentina,ARG,64.449,1.62166139329755,,,855.275656468141,
1962,Argentina,ARG,64.244,1.62928187313431,,,1163.18683603872,
1961,Argentina,ARG,64.36,1.61302935871282,,,,
1960,Argentina,ARG,63.978,,,,,
2022,"Venezuela, RB",VEN,,0.360447056123405,,,,
2021,"Venezuela, RB",VEN,70.554,-1.02517870784193,,,,
2020,"Venezuela, RB",VEN,71.095,-1.67498559751263,,0.0,,
2019,"Venezuela, RB",VEN,72.161,-2.90499574537726,,0.0,,
2018,"Venezuela, RB",VEN,71.979,-2.44354322482875,,0.0,,
2017,"Venezuela, RB",VEN,71.943,-0.580806784389088,,61.59999847,,
2016,"Venezuela, RB",VEN,72.058,0.691185784244756,,60.0,,254.948534781815
2015,"Venezuela, RB",VEN,73.006,1.10818499531086,,58.0,,121.738085297504
2014,"Venezuela, RB",VEN,72.853,1.18352016638979,,57.0,15975.7293753361,62.168649979483
2013,"Venezuela, RB",VEN,73.196,1.23962007374554,,54.90000153,12433.9807853398,40.6394275161588
2012,"Venezuela, RB",VEN,73.036,1.27810796850367,,49.05008316,12937.9275972349,21.0689956331878
2011,"Venezuela, RB",VEN,72.913,1.31857718723776,,40.22000122,10877.1123638816,26.0902123160955
2010,"Venezuela, RB",VEN,72.89,1.35734981460765,,37.36999893,13692.9149666211,28.1874647092039
2009,"Venezuela, RB",VEN,72.579,1.40082958318807,79.3005599975586,32.70000076,11641.7991472317,27.0809414466131
2008,"Venezuela, RB",VEN,72.436,1.47403998165424,79.516471862793,25.87999916,11310.7781703527,
2007,"Venezuela, RB",VEN,73.058,1.5487692066186,,20.82999992,8369.23526829668,
2006,"Venezuela, RB",VEN,72.742,1.61167342545955,,15.22471142,6769.86841430715,
2005,"Venezuela, RB",VEN,72.782,1.67071492636166,,12.55299759,5456.32242533255,
2004,"Venezuela, RB",VEN,72.514,1.71089322511207,42.2471199035645,8.40446949,4287.63157891057,
2003,"Venezuela, RB",VEN,71.94,1.7651559616598,40.2964401245117,7.499963284,3243.36880476351,
2002,"Venezuela, RB",VEN,72.662,1.79537122177653,38.6627616882324,4.910446167,3667.20019363107,
2001,"Venezuela, RB",VEN,71.201,1.83535055290849,,4.63600111,4940.11390285531,
2000,"Venezuela, RB",VEN,72.478,1.9042706267462,28.6545295715332,3.359597445,4795.63474784068,
1999,"Venezuela, RB",VEN,72.254,1.95132966201454,,2.839825869,4087.82934763162,
1998,"Venezuela, RB",VEN,72.668,2.00369477357965,,1.383990407,3886.03925411507,
1997,"Venezuela, RB",VEN,72.703,2.04108974598252,,0.390959322,3725.98811824077,
1996,"Venezuela, RB",VEN,72.111,2.08078359413242,,0.248260573,3125.23778765472,
1995,"Venezuela, RB",VEN,72.143,2.1325290680119,,0.122214846,3500.63267700734,
1994,"Venezuela, RB",VEN,71.853,2.18976695639899,,0.055486977,2699.46478800824,
1993,"Venezuela, RB",VEN,71.925,2.25283066491932,,0.041587234,2835.68756917898,
1992,"Venezuela, RB",VEN,71.806,2.3176484689717,27.6197700500488,0.012082134,2918.60744646172,
1991,"Venezuela, RB",VEN,71.832,2.37966784919146,27.8723697662354,0.0,2642.78054146098,
1990,"Venezuela, RB",VEN,71.532,2.43587388815233,27.0517292022705,0.0,2461.03935458171,
1989,"Venezuela, RB",VEN,71.348,2.49262420476062,25.8466796875,0.0,2258.67961450397,
1988,"Venezuela, RB",VEN,71.252,2.54321442622195,24.4591693878174,0.0,3203.40144542503,
1987,"Venezuela, RB",VEN,71.047,2.58532837371382,23.4968299865723,0.0,2620.43420440609,
1986,"Venezuela, RB",VEN,71.037,2.60097871969667,24.6338806152344,0.0,3388.19536422075,
1985,"Venezuela, RB",VEN,70.596,2.61439991603478,21.7305507659912,0.0,3560.76222244288,
1984,"Venezuela, RB",VEN,70.441,2.65168244728364,22.0311508178711,0.0,3531.34649518396,
1983,"Venezuela, RB",VEN,70.197,2.68846884570146,20.9658508300781,0.0,4091.9401704177,
1982,"Venezuela, RB",VEN,69.723,2.73260084909625,20.3810596466064,0.0,4214.67163155992,
1981,"Venezuela, RB",VEN,69.442,2.77488592441534,19.4237308502197,0.0,4241.31187246499,
1980,"Venezuela, RB",VEN,68.762,2.81308244599452,19.5567398071289,0.0,3886.57395632113,
1979,"Venezuela, RB",VEN,68.587,2.85028129681606,19.0389003753662,,3266.78534648512,
1978,"Venezuela, RB",VEN,68.313,2.87764928597296,18.6123790740967,,2735.4338845444,
1977,"Venezuela, RB",VEN,67.957,2.89971827107439,,,2592.91438924606,
1976,"Venezuela, RB",VEN,67.554,2.91485543950581,16.3217105865479,,2316.0309220299,
1975,"Venezuela, RB",VEN,67.075,2.92765492164535,15.0072803497314,,2084.38406998752,
1974,"Venezuela, RB",VEN,66.526,2.94550176018645,13.4538097381592,,2039.73753440923,
1973,"Venezuela, RB",VEN,65.936,2.96662036667825,12.4736003875732,,1371.09457785804,
1972,"Venezuela, RB",VEN,65.42,2.99549120287043,11.1063404083252,,1158.85976459775,
1971,"Venezuela, RB",VEN,64.933,3.03736750401387,9.4707202911377,,1109.42701027646,
1970,"Venezuela, RB",VEN,64.299,3.07748096847758,,,1018.10898364984,
1969,"Venezuela, RB",VEN,63.224,3.12404276353012,,,934.047607407377,
1968,"Venezuela, RB",VEN,62.928,3.17763182734389,,,940.201419857183,
1967,"Venezuela, RB",VEN,62.348,3.22554283270152,,,894.683817771574,
1966,"Venezuela, RB",VEN,61.801,3.27507719787934,,,877.196049354598,
1965,"Venezuela, RB",VEN,61.248,3.32469019034377,,,869.906867323502,
1964,"Venezuela, RB",VEN,60.609,3.37914162685337,,,874.199411450159,
1963,"Venezuela, RB",VEN,60.152,3.43438265321836,,,1060.57032394876,
1962,"Venezuela, RB",VEN,59.529,3.49861580764598,,,1006.87997715942,
1961,"Venezuela, RB",VEN,59.407,3.56652169339329,,,954.355361285973,
1960,"Venezuela, RB",VEN,58.647,,,,939.560806105492,
2022,South Africa,ZAF,,0.841058243677696,,,6776.48007742932,7.03972661255875
2021,South Africa,ZAF,62.341,0.998920418563044,,,7055.05517621298,4.61167217803201
2020,South Africa,ZAF,65.252,1.22317929511453,24.2362995147705,70.0,5741.64124877252,3.21003597454107
2019,South Africa,ZAF,66.175,1.29507386292128,23.8665599822998,68.19999695,6688.77474649645,4.12024587014984
2018,South Africa,ZAF,65.674,1.22553003994341,23.8019599914551,62.40000153,7048.50811239074,4.51716522786587
2017,South Africa,ZAF,65.402,0.387278487857363,22.3660297393799,56.16739273,6734.47515312493,5.18424664766131
2016,South Africa,ZAF,64.747,0.97200398206436,20.9184494018555,54.0,5735.06678717842,6.57139642173959
2015,South Africa,ZAF,63.95,2.07401685853513,22.260929107666,51.91911697,6204.92990145846,4.54064227737914
2014,South Africa,ZAF,63.38,1.57629422132566,19.8092403411865,49.0,6965.1378973693,6.12983770287145
2013,South Africa,ZAF,62.533,1.36162110707575,19.9304904937744,46.5,7441.23085399675,5.78446909667191
2012,South Africa,ZAF,61.846,1.32915852455183,19.1436595916748,41.0,8173.8691381716,5.72465791678303
2011,South Africa,ZAF,60.651,1.26340561811428,19.6080207824707,33.97000122,8737.04111019993,4.99926696965254
2010,South Africa,ZAF,58.899,1.19303600363508,18.3626308441162,24.0,8059.56284101092,4.08972989470472
2009,South Africa,ZAF,57.447,1.18929507013328,,10.0,6444.18672009771,7.21531413612565
2008,South Africa,ZAF,56.022,1.13308133870917,,8.430000305,6251.87717465472,10.0745755249181
2007,South Africa,ZAF,54.992,1.01387721267549,,8.065375328,6662.06278541847,6.17780683499413
2006,South Africa,ZAF,54.278,0.963593457802097,,7.607139587,6139.58146655445,3.24390776468061
2005,South Africa,ZAF,53.98,0.945094240817718,,7.488542557,5893.18676697246,2.0628461650463
2004,South Africa,ZAF,54.043,0.935290168887955,,8.425118446,5268.27898399793,-0.692030271024119
