year,country,ISO,"Life expectancy at birth, total (years)",Population growth (annual %),"School enrollment, tertiary (% gross)",Internet Users(%),GDP per capita (current US$),"Inflation, consumer prices (annual %)"
1981,Germany,DEU,73.0402195121951,0.152308489359723,,0.0,10209.0731153846,6.34424277746331
1980,Germany,DEU,72.8003170731707,0.207430406185115,,0.0,12138.3081034267,5.44105754460348
1979,Germany,DEU,72.6301707317073,0.0442074062989572,,,11281.0233245081,4.04362006473392
1978,Germany,DEU,72.2904146341464,-0.0870314153537852,,,9482.04284964716,2.71869696123344
1977,Germany,DEU,72.3073170731707,-0.226376662518719,,,7682.95377492882,3.73416240635144
1976,Germany,DEU,71.7122195121951,-0.428766874960255,,,6634.85689909309,4.24663102299216
1975,Germany,DEU,71.259243902439,-0.372846359360899,,,6236.3588812986,5.91033626324096
1974,Germany,DEU,71.4189268292683,0.0389692231983959,,,5639.07762129679,6.98643109327502
1973,Germany,DEU,71.1128048780488,0.314942451198579,,,5046.75510305815,7.03202399303896
1972,Germany,DEU,70.9067073170732,0.478481045657976,,,3809.98144489456,5.48493312214326
1971,Germany,DEU,70.676756097561,0.183475313574861,,,3192.13361563743,5.2409744827309
1970,Germany,DEU,70.4471951219512,0.332661392813347,,,2761.16683289339,3.45024936360888
1969,Germany,DEU,70.2288048780488,0.792983738181533,,,,1.91267848797607
1968,Germany,DEU,70.3784634146342,0.444717326246995,,,,1.47028931327699
1967,Germany,DEU,70.7317317073171,0.457208526697556,,,,1.79604992213171
1966,Germany,DEU,70.5215853658537,0.834560800634988,,,,3.53306035477688
1965,Germany,DEU,70.4103658536585,0.85319043680184,,,,3.24231923668134
1964,Germany,DEU,70.4355609756098,0.805140883333687,,,,2.33573581177832
1963,Germany,DEU,69.9140731707317,0.925875063469895,,,,2.96695977587712
1962,Germany,DEU,69.7992195121951,0.879431691508147,,,,2.84327019799063
1961,Germany,DEU,69.6448780487805,0.769854344284138,,,,2.29369500700881
1960,Germany,DEU,69.0640731707317,,,,,1.53661234295201
2022,Italy,ITA,,-0.428632459102514,,,34157.990122464,8.20128991161718
2021,Italy,ITA,82.7951219512195,-0.555357163186613,,,35770.0496120858,1.87378325762491
2020,Italy,ITA,82.1951219512195,-0.487095091717782,69.4652786254883,70.48342896,31918.6934933773,-0.13770757391657
2019,Italy,ITA,83.4975609756098,-1.15302842389952,66.0515975952148,76.09999847,33673.7509627414,0.611246943765291
2018,Italy,ITA,83.3463414634146,-0.190063640113791,64.291618347168,74.38718414,34622.1696664735,1.13748763600395
2017,Italy,ITA,82.9463414634147,-0.14986111697397,61.9329986572266,63.0773468,32406.7203150137,1.22653316645808
2016,Italy,ITA,83.2439024390244,-0.169884073301448,60.937328338623,61.32425308,30960.7315088911,-0.0940166569157271
2015,Italy,ITA,82.5439024390244,-0.0963761331392095,60.9394607543945,58.14173508,30242.3861352184,0.0387903996579552
2014,Italy,ITA,83.090243902439,0.917504095962437,61.702751159668,55.63846207,35565.7213771491,0.241047429826773
2013,Italy,ITA,82.690243902439,1.1592511168095,62.2961616516113,58.45930099,35560.0814062291,1.21999342274305
2012,Italy,ITA,82.2390243902439,0.269541239520996,64.1335525512695,55.82999802,35051.5212697703,3.04136333226773
2011,Italy,ITA,82.1878048780488,0.171978290995717,65.563117980957,54.38999939,38649.6394836792,2.78063272879324
2010,Italy,ITA,82.0365853658537,0.30759122234095,65.774299621582,53.68000031,36035.6449950699,1.52551602118248
2009,Italy,ITA,81.6365853658537,0.455613449577732,66.5499725341797,48.83000183,37226.7571935402,0.774768131387384
2008,Italy,ITA,81.4853658536585,0.662469252941527,66.3435974121094,44.52999878,40944.9124194678,3.34783258401023
2007,Italy,ITA,81.4341463414634,0.504933687397673,66.6829681396484,40.79000092,37870.7475070969,1.829741122024
2006,Italy,ITA,81.2829268292683,0.30055968851778,66.1078033447266,37.99000168,33529.7266014361,2.09084391012755
2005,Italy,ITA,80.7829268292683,0.491389107503214,64.4384307861328,35.0,32055.0920757503,1.98529298527983
2004,Italy,ITA,80.7804878048781,0.647182705470772,62.2429809570313,33.24000168,31317.2007943296,2.20673661423654
2003,Italy,ITA,79.9829268292683,0.444507312655549,58.6772193908691,29.04000092,27526.3224609957,2.67255552772852
2002,Italy,ITA,80.2292682926829,0.148916429490753,55.5517883300781,28.04000092,22376.2978989329,2.46532319171164
2001,Italy,ITA,80.1268292682927,0.0561676014374784,52.877311706543,27.22211647,20500.9543995672,2.78516542713555
2000,Italy,ITA,79.7780487804878,0.045303631138613,49.8112716674805,23.11087418,20137.5912217673,2.53768532095005
1999,Italy,ITA,79.4243902439024,0.0168208444553697,48.5550804138184,14.37841034,22005.0545405773,1.66345995007714
1998,Italy,ITA,78.9756097560976,0.0287740158774372,48.3126487731934,4.558519363,22318.1373007109,1.95508557719383
1997,Italy,ITA,78.8243902439024,0.05290695026061,46.8524589538574,2.276737928,21829.3458226222,2.04310779750133
1996,Italy,ITA,78.5219512195122,0.0281044080072756,42.3377914428711,1.023289919,23081.6046757702,4.00697668981039
1995,Italy,ITA,78.1707317073171,0.0015885623091739,41.478889465332,0.524412811,20664.5522701724,5.23542258044299
1994,Italy,ITA,77.9219512195122,0.0203720739457194,40.0616607666016,0.192304626,19337.6308996383,4.0518421806572
1993,Italy,ITA,77.7219512195122,0.061135853002924,35.9851608276367,0.122462057,18738.7638969132,4.62673468331293
1992,Italy,ITA,77.419512195122,0.0679244330808808,33.8049697875977,0.070053436,23243.4745277206,5.27058998592932
1991,Italy,ITA,77.0195121951219,0.0692311889532843,31.7643795013428,0.035063256,21956.5297707332,6.24999929790291
1990,Italy,ITA,76.9707317073171,0.0837085729587984,29.5391807556152,0.017544562,20825.7842228307,6.45660906146405
1989,Italy,ITA,76.819512195122,0.0750090045352437,28.0650196075439,0.0,16386.6622120866,6.25983137956973
1988,Italy,ITA,76.3707317073171,0.0483205970471755,26.4842090606689,0.0,15744.6612635428,5.05824747667121
1987,Italy,ITA,76.219512195122,0.0102051195547741,24.8379192352295,0.0,14234.7286380474,4.7472849038979
1986,Italy,ITA,75.7707317073171,0.0054492818967762,25.6077098846436,0.0,11315.0151767923,5.82354691862018
1985,Italy,ITA,75.4707317073171,0.0288999392122477,25.794059753418,0.0,7990.68656551182,9.20599144253119
1984,Italy,ITA,75.389512195122,0.0223509131041464,24.8430099487305,0.0,7739.71528361795,10.794496007681
1983,Italy,ITA,74.640243902439,0.0362946366697159,24.7371196746826,0.0,7832.5753867885,14.646576674877
1982,Italy,ITA,74.8146341463415,0.0740818599916188,,0.0,7556.52343693203,16.4804146202215
1981,Italy,ITA,74.3539024390244,0.12005432007943,26.77952003479,0.0,7622.83332844583,17.9692987519672
1980,Italy,ITA,73.9431707317073,0.20599975185947,26.8938999176025,0.0,8456.91897443827,21.0641682770745
1979,Italy,ITA,74.0026829268293,0.289147207649738,27.2181701660156,,6990.28580671461,14.7985735661485
1978,Italy,ITA,73.6931707317073,0.356312950366128,26.6822204589844,,5610.49809928171,12.0940138425074
1977,Italy,ITA,73.3646341463415,0.424722057350148,26.1759395599365,,4603.59970127027,17.13004878665
1976,Italy,ITA,72.9919512195122,0.498851058340731,25.1782093048096,,4033.09935444585,16.6141664725788
1975,Italy,ITA,72.6473170731708,0.597247218554801,23.9639492034912,,4106.99386771403,16.9505025668306
1974,Italy,ITA,72.7343902439025,0.654388935648374,21.6620807647705,,3621.14582247876,19.1597695854699
1973,Italy,ITA,72.0263414634146,0.678187647585975,20.3518905639648,,3205.25204038444,10.7986174547601
1972,Italy,ITA,72.0753658536586,0.567712498645759,19.515380859375,,2671.1373144713,5.74950393730015
1971,Italy,ITA,71.8068292682927,0.466452872314018,16.8690490722656,,2305.60975059607,4.79166438333785
1970,Italy,ITA,71.5587804878049,0.528877031717835,,,2106.86395924945,4.96831987329337
1969,Italy,ITA,70.8119512195122,0.56605850865814,,,1813.38812575706,2.65725273386967
1968,Italy,ITA,70.78,0.631737252752781,,,1651.93937679756,1.27731335390796
1967,Italy,ITA,70.9565853658537,0.723778172767654,,,1533.69287748547,3.73333832073823
1966,Italy,ITA,70.9260975609756,0.77730440730804,,,1402.44235441032,2.34658893413319
1965,Italy,ITA,70.1717073170732,0.842108616866269,,,1304.45381661965,4.51926830743467
1964,Italy,ITA,70.3117073170732,0.822623699867765,,,1222.5445404629,5.91232253218581
1963,Italy,ITA,69.2480487804878,0.729553242231653,,,1126.01933699825,7.45471822539107
1962,Italy,ITA,69.149756097561,0.676622989670017,,,990.26015216342,4.69114360740474
1961,Italy,ITA,69.760243902439,0.668382874410405,,,887.336744604475,2.05069731278691
1960,Italy,ITA,69.1239024390244,,,,804.492623346178,2.35016141377048
2022,Japan,JPN,,-0.443851919148528,,,33815.3172733799,2.49770278172251
2021,Japan,JPN,84.4456097560976,-0.459952415807642,,,39827.1267678179,-0.233352779398279
2020,Japan,JPN,84.56,-0.294194617750067,,90.21945953,39986.9286287091,-0.0249958340276592
2019,Japan,JPN,84.3563414634146,-0.140464977878172,64.6171188354492,92.73040009,40415.9567649547,0.468776159383912
2018,Japan,JPN,84.2109756097561,-0.126880068088791,64.1038436889648,91.27999878,39751.1330982711,0.989094598021806
2017,Japan,JPN,84.099756097561,-0.081874296046114,63.8070411682129,91.72654724,38834.0529341227,0.484199796126387
2016,Japan,JPN,83.9848780487805,-0.0511374152133631,63.5844383239746,93.182724,39375.4731620781,-0.127258844489691
2015,Japan,JPN,83.7939024390244,-0.106124993746747,63.2509803771973,91.05802917,34960.6393843385,0.795279630579775
2014,Japan,JPN,83.5878048780488,-0.132694222147042,62.9414291381836,89.10683441,38475.3952461838,2.75922671353253
2013,Japan,JPN,83.3319512195122,-0.144271883387076,62.1167411804199,88.21942902,40898.6478964744,0.335037912184809
2012,Japan,JPN,83.0960975609756,-0.159710675844347,,79.49639893,49145.2804308193,-0.0440645104433029
2011,Japan,JPN,82.5912195121951,-0.185226486410846,,79.0541153,48760.0789494211,-0.272455616101254
2010,Japan,JPN,82.8426829268293,0.0179605415195644,,78.20999908,44968.1562349739,-0.728243207517742
2009,Japan,JPN,82.9314634146342,-0.0124946312294096,,78.0,41309.0016548642,-1.3528367295172
2008,Japan,JPN,82.5875609756098,0.0484253945978966,,75.40000153,39876.3062956324,1.38007886164923
2007,Japan,JPN,82.5070731707317,0.114908847726211,,74.30000305,35779.0156794464,0.0600394544986581
2006,Japan,JPN,82.3219512195122,0.0633735894181335,,68.68527222,35991.5423923387,0.249355116079115
2005,Japan,JPN,81.9551219512195,0.0093920965576633,,66.92106628,37812.8910174761,-0.282946068764459
2004,Japan,JPN,82.030243902439,0.0336622582725446,,62.39392853,38298.9801712303,-0.00857338820302
2003,Japan,JPN,81.76,0.213980948779682,,48.43526459,35387.0483579741,-0.256541816316057
2002,Japan,JPN,81.6907317073171,0.232527187105684,,46.59420013,32820.788626377,-0.923494026942322
2001,Japan,JPN,81.4163414634146,0.240952587521069,,38.53206253,34406.1690160364,-0.740055504162799
2000,Japan,JPN,81.0760975609756,0.167275578113187,,29.99073982,39169.3601759313,-0.676578683595068
1999,Japan,JPN,80.4609756097561,0.182586374140107,46.226261138916,21.39129066,36610.1667092968,-0.341296928327639
1998,Japan,JPN,80.5014634146342,0.271729610231193,44.5570182800293,13.41404057,32423.7554482542,0.661974191385979
1997,Japan,JPN,80.4241463414634,0.238271217591483,,9.163077354,35638.2430014349,1.74780458692129
1996,Japan,JPN,80.219756097561,0.226884732460898,,4.372982025,39150.0552266575,0.136600358575949
1995,Japan,JPN,79.5360975609756,0.234590173412918,39.1105918884277,1.594363093,44197.6288907577,-0.127899045020497
1994,Japan,JPN,79.6968292682927,0.279192363973672,37.9864196777344,0.799684286,39933.5127773513,0.695458057868992
1993,Japan,JPN,79.3036585365854,0.32416759914373,,0.401277512,35681.968488155,1.24304589707929
1992,Japan,JPN,79.080243902439,0.371192387198527,29.5826892852783,0.096678026,31414.9763689392,1.76028306059266
1991,Japan,JPN,79.0368292682927,0.392819832481862,29.425479888916,0.040438041,28915.0153598631,3.25143848753312
1990,Japan,JPN,78.8370731707317,0.33178288536374,29.358419418335,0.020293683,25371.4641705246,3.07851628695158
1989,Japan,JPN,78.7685365853659,0.399761164504292,29.1003894805908,0.0,24822.7725683724,2.27228962064317
1988,Japan,JPN,78.349756097561,0.416110342195181,28.8360290527344,0.0,25059.013951522,0.678557580457528
1987,Japan,JPN,78.429512195122,0.482035496974784,28.0997695922852,0.0,20748.9909244528,0.12617684169661
1986,Japan,JPN,78.0104878048781,0.532357366362317,27.6512794494629,0.0,17113.2589392528,0.59558679945326
1985,Japan,JPN,77.5604878048781,0.625935963624604,28.6973304748535,0.0,11576.6904949715,2.03227734608485
1984,Japan,JPN,77.2912195121951,0.648316736732903,29.1683502197266,0.0,10978.91980553,2.26161369193155
1983,Japan,JPN,76.9219512195122,0.695583303069267,29.3200798034668,0.0,10421.2138982195,1.89971971348492
1982,Japan,JPN,76.8736585365854,0.693656149424745,29.8448295593262,0.0,9575.60899492051,2.74104095563138
1981,Japan,JPN,76.3948780487805,0.728460836014089,30.3207206726074,0.0,10360.176701596,4.91216291820522
1980,Japan,JPN,75.9890243902439,0.788153475885542,30.4738502502441,0.0,9463.35246400238,7.77858176555714
1979,Japan,JPN,76.1087804878049,0.846614502915837,30.30592918396,,9103.56475562638,3.70185092546274
1978,Japan,JPN,75.5846341463415,0.910030976022608,29.8214893341064,,8820.69334257397,4.20956601068684
1977,Japan,JPN,75.2558536585366,0.968032726245575,27.4229202270508,,6335.28687068468,8.16182689596842
1976,Japan,JPN,74.6865853658537,1.07155981022304,25.8931999206543,,5197.62233652244,9.37403638606229
1975,Japan,JPN,74.2470731707317,1.27270755263251,23.9378700256348,,4674.44548120706,11.7312661498708
1974,Japan,JPN,73.6721951219512,1.32958201880625,22.038990020752,,4353.82435517363,23.2222458076842
1973,Japan,JPN,73.2951219512195,1.40718874054303,20.3153991699219,,3974.74609235004,11.608623548922
1972,Japan,JPN,73.1536585365854,1.40077918128147,19.017520904541,,2967.04199624399,4.84351713859909
1971,Japan,JPN,72.8090243902439,2.19425350665006,17.3366298675537,,2272.0778441085,6.39534883720931
1970,Japan,JPN,71.919756097561,1.15164047221803,,,2056.12204391967,6.92417383485783
1969,Japan,JPN,71.8580487804878,1.18881486689276,,,1684.6594009838,5.2498209110202
1968,Japan,JPN,71.6109756097561,1.12699684549535,,,1451.3377012337,5.3394329573935
1967,Japan,JPN,71.4660975609756,1.03457874436927,,,1239.31837617679,3.98984808881514
1966,Japan,JPN,70.9158536585366,0.91361031403398,,,1068.55843884004,5.04083205887677
1965,Japan,JPN,70.2668292682927,1.07670845932027,,,928.518847671106,6.65599094260619
1964,Japan,JPN,70.2065853658537,1.04044962804068,,,843.616877702333,3.8003894530575
1963,Japan,JPN,69.7124390243902,1.0134602261801,,,724.693761501859,6.70690556397991
1962,Japan,JPN,68.6348780487805,0.929166208260758,,,639.640784797478,6.83544034819732
1961,Japan,JPN,68.3519512195122,0.89603367679599,,,568.907742129794,5.36846178480055
1960,Japan,JPN,67.6956097560976,,,,475.319075118174,3.57451152535914
2022,Portugal,PRT,,0.520283238781222,,,24274.5165823077,7.83269124233316
2021,Portugal,PRT,81.0731707317073,0.272191902136354,,,24598.4727937544,1.2656571906905
2020,Portugal,PRT,80.9756097560976,0.10511412524675,70.3820877075195,78.26165771,22242.4064179716,-0.0124383299576167
2019,Portugal,PRT,81.6756097560976,0.0237334946497115,67.9307022094727,75.34637451,23330.8172889316,0.338178410046125
2018,Portugal,PRT,81.3243902439024,-0.160104021146769,65.6626586914063,74.66096497,23562.5545228187,0.99371568346825
2017,Portugal,PRT,81.4243902439025,-0.243889410358812,63.9358100891113,73.79121399,21490.4298631042,1.36861411643481
2016,Portugal,PRT,81.1243902439025,-0.315459016997883,63.2556495666504,70.42356873,19991.9724878811,0.607397074641661
2015,Portugal,PRT,81.1243902439025,-0.414141101993213,61.7563285827637,68.63285828,19250.1065376852,0.487938623904736
2014,Portugal,PRT,81.1219512195122,-0.539190466792077,65.5035705566406,64.58999634,22103.7009703317,-0.278153367467421
2013,Portugal,PRT,80.7219512195122,-0.548815210952228,66.1367416381836,62.09560013,21653.1959752226,0.27441666666668
2012,Portugal,PRT,80.3731707317073,-0.405421787747567,68.5102920532227,60.33999634,20563.7136012629,2.77333854051579
2011,Portugal,PRT,80.4707317073171,-0.147084878575482,68.4289627075195,55.24999619,23217.2954965209,3.65301100430729
2010,Portugal,PRT,79.0268292682927,0.0459100367184907,65.60205078125,53.29999924,22520.642312405,1.40257289895371
2009,Portugal,PRT,78.7268292682927,0.0953308592370666,62.6416091918945,48.27000046,23151.2154130712,-0.83553002150417
2008,Portugal,PRT,78.5243902439025,0.144191279853498,61.6109008789063,44.13000107,24949.0413566739,2.58850657657964
2007,Portugal,PRT,78.3219512195122,0.196304384487306,57.7947387695313,42.09000015,22811.0564844365,2.45396528138739
2006,Portugal,PRT,78.419512195122,0.18033244147767,55.3979187011719,38.00999832,19839.4540499032,3.10766545871054
2005,Portugal,PRT,78.0707317073171,0.185532266654625,55.4317588806152,34.99000168,18780.12751241,2.27716394887833
2004,Portugal,PRT,77.6707317073171,0.239128989611917,55.6527099609375,31.78000069,18064.1580932987,2.365362040973
2003,Portugal,PRT,77.219512195122,0.375411414855816,54.8488502502441,29.67000008,15797.7821340276,3.21899090682897
2002,Portugal,PRT,77.0658536585366,0.547667939660689,52.9106788635254,19.37000084,12936.6928204482,3.60034658290911
2001,Portugal,PRT,76.8146341463415,0.705230637323876,50.6372985839844,18.08713722,11734.7649743954,4.36990330551795
2000,Portugal,PRT,76.3146341463415,0.702859953319024,47.8697509765625,16.43046761,11526.3720667968,2.85303039287156
1999,Portugal,PRT,75.9634146341463,0.565630442435222,44.9165916442871,14.74233818,12475.2917701476,2.34009490312174
1998,Portugal,PRT,75.7121951219512,0.505389233382722,43.6288185119629,9.870446205,12199.206385024,2.57275225909127
1997,Portugal,PRT,75.4121951219512,0.446460604971181,,4.953001976,11575.5071124358,2.33686298314112
1996,Portugal,PRT,75.2609756097561,0.375996187340096,38.7282409667969,2.980877638,12185.0914010629,3.06897732509791
1995,Portugal,PRT,75.3121951219512,0.346203938301886,36.2897796630859,1.494334579,11781.3618502221,4.22281614099486
1994,Portugal,PRT,74.9146341463415,0.269089467950249,33.4330787658691,0.718905747,9977.31990905771,5.42044019241623
1993,Portugal,PRT,74.5121951219512,0.122316595483017,30.1388301849365,0.450161606,9534.6563637308,6.78377994665411
1992,Portugal,PRT,74.3121951219512,-0.0777492667122609,23.5641899108887,0.250426501,10810.5665079626,9.55926033177512
1991,Portugal,PRT,74.0146341463415,-0.230481754329704,23.3492794036865,0.100230567,8958.9853330247,11.8494841773675
1990,Portugal,PRT,73.9658536585366,-0.217948479672573,19.9652690887451,0.0,7884.61798756332,13.6305705693074
1989,Portugal,PRT,74.2658536585366,-0.145920470784671,,0.0,6056.38102771889,12.6863036456149
1988,Portugal,PRT,73.7146341463415,-0.103951995334113,,0.0,5623.69699982123,10.1016321152265
1987,Portugal,PRT,73.6658536585366,-0.0269454386407305,16.2912406921387,0.0,4803.86609546941,9.63483186245761
1986,Portugal,PRT,73.2658536585366,0.0909537577185482,12.8681001663208,0.0,3861.9484333688,12.3313334897218
1985,Portugal,PRT,72.8146341463415,0.273538751901793,13.8669300079346,0.0,2705.19300197317,19.4614100078696
1984,Portugal,PRT,72.5146341463415,0.384553079813775,12.3747100830078,0.0,2522.74747620658,28.3846388897103
1983,Portugal,PRT,72.2658536585366,0.463965043811485,12.11851978302,0.0,2735.49106580047,24.0027623802917
1982,Portugal,PRT,72.4146341463415,0.611332101414692,11.7145595550537,0.0,3079.94956634271,21.6792837277095
1981,Portugal,PRT,71.6146341463415,0.867080703431986,11.5772304534912,0.0,3245.97521367748,19.0404107466914
1980,Portugal,PRT,71.2146341463415,1.08143206705044,11.4075698852539,0.0,3368.36666940279,15.8674803836094
1979,Portugal,PRT,71.1682926829268,1.07199361183604,11.7573699951172,,2755.6246177008,21.8992248062016
1978,Portugal,PRT,70.3170731707317,1.07895655527658,11.1022701263428,,2457.31321644599,21.0387723599383
1977,Portugal,PRT,70.0121951219512,1.06175496688687,12.6717796325684,,2267.37100319478,31.0167490988806
1976,Portugal,PRT,68.8609756097561,2.8440967172144,10.6779499053955,,2173.28393425975,21.1419048031955
1975,Portugal,PRT,68.309756097561,3.80041403952037,8.7934103012085,,2127.6375072593,15.2716857518484
1974,Portugal,PRT,68.019512195122,1.3948780479403,8.25648975372314,,2000.41824574682,25.0827778589527
1973,Portugal,PRT,67.5243902439024,0.0309322603347991,7.72735023498535,,1747.98904060266,12.9746085239333
1972,Portugal,PRT,68.3243902439024,-0.154288053208668,7.58800983428955,,1302.2662677393,10.6633559759477
1971,Portugal,PRT,66.7707317073171,-0.423397124354385,7.22414016723633,,1064.53771257341,11.9468983654056
1970,Portugal,PRT,67.0731707317073,-0.886270250512273,,,934.082156096117,6.38014449001677
1969,Portugal,PRT,66.2781707317073,-0.897396122779751,,,795.759371391099,8.78277105554111
1968,Portugal,PRT,66.6781951219512,-0.427640384149605,,,719.08049185329,6.08136171148615
1967,Portugal,PRT,66.3340731707317,-0.634300161386171,,,646.82272006084,5.52647600753099
1966,Portugal,PRT,65.4876585365854,-0.754120303282112,,,575.007680668221,5.03926721858186
1965,Portugal,PRT,65.9604634146341,-0.407786764016639,,,520.910659367884,3.42492777745565
1964,Portugal,PRT,64.9833902439024,0.0554641622745771,,,468.781081635443,3.44489848222766
1963,Portugal,PRT,64.7883902439024,0.403565948731515,,,432.511729575075,2.02158272759787
1962,Portugal,PRT,64.1810243902439,0.721622435848292,,,407.852843612372,2.6620641793477
1961,Portugal,PRT,62.666512195122,0.805085263650629,,,382.729946994368,1.54899696989872
1960,Portugal,PRT,64.0074634146342,,,,360.499298506858,3.04659277832702
2022,United Kingdom,GBR,,-0.0819252846341849,,,45850.4261222629,7.92204883147916
2021,United Kingdom,GBR,80.7,-0.0819253049161613,,,46585.8975644567,2.51837109614205
2020,United Kingdom,GBR,80.3512195121951,0.365758263815142,69.4837265014648,94.81819916,40318.4169225055,0.98948670377243
2019,United Kingdom,GBR,81.4048780487805,0.564131113399897,65.7733612060547,92.51663208,42747.080460496,1.73810460086511
2018,United Kingdom,GBR,81.2560975609756,0.605929132212552,61.3828887939453,90.69200897,43306.3083049317,2.29283990345939
2017,United Kingdom,GBR,81.2560975609756,0.679374473924223,59.9955711364746,90.42455292,40622.6893883232,2.55775577557754
2016,United Kingdom,GBR,81.1560975609756,0.757874492811929,58.4256210327148,94.77580261,41146.0773555246,1.00841736811403
2015,United Kingdom,GBR,80.9560975609756,0.792367505802859,56.4584884643555,92.00029755,45071.0743234873,0.368046842325369
2014,United Kingdom,GBR,81.3048780487805,0.736463978721671,56.5644989013672,91.61000061,47447.5889322667,1.45112016293279
2013,United Kingdom,GBR,81.0048780487805,0.669740535540783,57.038761138916,89.84410095,43449.0917173139,2.29166666666666
2012,United Kingdom,GBR,80.9048780487805,0.695353132322269,59.4021186828613,87.47999573,42485.5860695397,2.57323479654528
2011,United Kingdom,GBR,80.9512195121951,0.781506562236639,59.1459312438965,85.37999725,42150.6981408821,3.85611244682819
2010,United Kingdom,GBR,80.4024390243902,0.783888646646516,58.9233512878418,85.0,39693.1938701237,2.49265472467065
2009,United Kingdom,GBR,80.0512195121951,0.756390859593407,57.9005317687988,83.55999756,38820.0145894173,1.96173173560107
2008,United Kingdom,GBR,79.6,0.787032622318939,56.6439094543457,78.38999939,47432.8790970463,3.52140856342537
2007,United Kingdom,GBR,79.4487804878049,0.778666112441256,58.4945106506348,75.08999634,50438.229599278,2.38656150773328
2006,United Kingdom,GBR,79.2487804878049,0.73504867842129,59.0324401855469,68.81999969,44537.7123351892,2.45566166439288
2005,United Kingdom,GBR,79.0487804878049,0.68661130607346,58.9660987854004,70.0,42131.8270714745,2.08913649025072
2004,United Kingdom,GBR,78.7463414634146,0.568943113421317,59.3514518737793,65.61000061,40392.2648578651,1.39039756680426
2003,United Kingdom,GBR,78.4463414634146,0.465641113602993,62.0685615539551,64.81999969,34480.941057112,1.3765003854201
2002,United Kingdom,GBR,78.1439024390244,0.423337079636281,62.568431854248,56.47999954,30078.6081337481,1.52040245947458
2001,United Kingdom,GBR,77.9926829268293,0.384975969564228,59.2684707641602,33.48109436,27888.6051075925,1.53234960272418
2000,United Kingdom,GBR,77.7414634146342,0.357300887421605,58.4740409851074,26.82175446,28289.65268964,1.18295624210404
1999,United Kingdom,GBR,77.390243902439,0.333405882184416,60.1124305725098,21.29363823,28788.9692869593,1.7529508005142
1998,United Kingdom,GBR,77.190243902439,0.291406085432392,55.5441818237305,13.66998291,28296.760269205,1.82056163731558
1997,United Kingdom,GBR,77.2109756097561,0.257553323280351,53.2880706787109,7.385398865,26779.7787867182,2.20114313510882
1996,United Kingdom,GBR,77.0878048780488,0.254626384215086,50.0843315124512,4.123650551,24441.9199130471,2.85178236397748
1995,United Kingdom,GBR,76.8365853658537,0.264547416858702,48.2575912475586,1.895168304,23203.6288991813,2.69749518304432
1994,United Kingdom,GBR,76.8853658536585,0.254586486858912,42.8153114318848,1.036609173,19708.4356396777,2.21901260504202
1993,United Kingdom,GBR,76.3853658536585,0.239745439286479,37.9856185913086,0.51976198,18390.2178183549,2.55857796929707
1992,United Kingdom,GBR,76.4341463414634,0.270431182081877,33.2307014465332,0.26061517,20488.0996654353,4.59154929577464
1991,United Kingdom,GBR,76.0829268292683,0.309247932319381,29.182149887085,0.174230918,19900.1884913825,7.46178295746933
1990,United Kingdom,GBR,75.8804878048781,0.298930554095876,26.4823894500732,0.087355316,19096.2412009479,8.06346090938833
1989,United Kingdom,GBR,75.5829268292683,0.260311450078262,24.4003391265869,0.0,16240.0062474201,5.76024909185262
1988,United Kingdom,GBR,75.3804878048781,0.222063893961785,23.3134994506836,0.0,15988.0164870765,4.15535171583102
1987,United Kingdom,GBR,75.280487804878,0.212637260699709,22.543420791626,0.0,13118.0184230288,4.14892232052949
1986,United Kingdom,GBR,74.9292682926829,0.231610229834337,21.5178909301758,0.0,10611.1536882693,3.42760940369308
1985,United Kingdom,GBR,74.6292682926829,0.226951225450001,20.9983196258545,0.0,8651.70579259973,6.07139434015118
1984,United Kingdom,GBR,74.7780487804878,0.158261863204096,21.072509765625,0.0,8179.12191594723,4.96071097821929
1983,United Kingdom,GBR,74.3780487804878,0.0341013738761532,21.0581092834473,0.0,8691.19495396036,4.60930327269783
1982,United Kingdom,GBR,74.1780487804878,-0.0358427938348334,18.9608592987061,0.0,9145.32910911272,8.59886383332181
1981,United Kingdom,GBR,74.0268292682927,0.0348217320561183,18.8853206634521,0.0,9598.50893771218,11.8766265142296
1980,United Kingdom,GBR,73.6756097560976,0.119517254129019,18.8495807647705,0.0,10032.1786752405,17.9659242656858
1979,United Kingdom,GBR,73.2756097560976,0.0897286611918231,19.164119720459,,7805.07339638202,13.4212799774013
1978,United Kingdom,GBR,73.1756097560976,0.0053599076571216,19.1264095306396,,5976.88565110471,8.26314103860768
1977,United Kingdom,GBR,73.2243902439024,-0.0328738482390269,19.3252296447754,,4681.66859281928,15.8402667458767
1976,United Kingdom,GBR,72.7756097560976,-0.024603832530328,19.1802406311035,,4138.09467507948,16.5595225588084
1975,United Kingdom,GBR,72.7243902439024,-0.0074233627201987,18.5451202392578,,4299.35405654156,24.2072876743291
1974,United Kingdom,GBR,72.5243902439024,0.0630592101531556,16.7200794219971,,3666.23610799719,16.0440111889862
1973,United Kingdom,GBR,72.3243902439024,0.19319818644469,16.0658397674561,,3426.5201120184,9.1960331665781
1972,United Kingdom,GBR,72.1243902439024,0.3390575157182,15.4380102157593,,3030.50470787156,7.07109839479793
